customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0384-rvbpi,male,False,False,False,20,True,False,dsl,True,False,True,False,False,True,month-to-month,False,credit card (automatic),64.4,1398.6,False
1689-mrzqr,male,False,True,True,34,True,False,fiber optic,False,False,False,False,True,False,month-to-month,False,electronic check,78.3,2564.3,True
1299-aurja,female,False,True,True,70,True,True,no,False,False,False,False,False,False,two year,False,bank transfer (automatic),24.7,1685.9,False
4525-vzczg,male,False,False,True,54,True,False,fiber optic,True,True,False,True,True,True,one year,True,electronic check,105.85,5826.65,False
1543-lllft,male,True,True,False,61,True,True,fiber optic,False,True,True,True,True,False,one year,True,mailed check,98.3,6066.55,False
5835-beqeu,male,False,False,False,3,True,True,fiber optic,False,False,False,False,False,False,month-to-month,True,electronic check,76.95,228.4,True
2788-cjqaq,male,False,False,False,13,True,False,no,False,False,False,False,False,False,one year,False,mailed check,19.45,270.2,False
5565-filxa,female,True,False,False,16,True,True,fiber optic,False,False,False,False,True,True,month-to-month,True,electronic check,96.15,1529.2,True
0319-qztco,female,False,True,True,3,True,False,dsl,False,True,False,False,True,False,month-to-month,True,credit card (automatic),58.7,168.6,False
2120-smpex,male,False,False,False,25,True,False,no,False,False,False,False,False,False,month-to-month,True,mailed check,20.15,536.35,False
0096-fcpuf,male,False,False,False,30,True,True,dsl,True,False,False,False,False,True,month-to-month,True,mailed check,64.5,1888.45,False
0668-ogmhd,female,False,True,False,21,False,False,dsl,True,False,False,False,False,False,month-to-month,False,electronic check,28.5,629.35,False
5552-znfsj,male,False,False,False,1,True,False,dsl,False,False,False,False,False,False,month-to-month,False,electronic check,45.3,45.3,True
2223-kagmx,female,False,False,False,15,True,False,no,False,False,False,False,False,False,month-to-month,False,bank transfer (automatic),19.4,289.3,True
6507-zjsur,male,True,True,False,23,True,False,fiber optic,False,False,False,False,True,True,month-to-month,True,electronic check,90.45,2117.25,False
9408-hrxrk,female,False,True,True,45,True,True,fiber optic,True,True,False,False,True,True,month-to-month,True,electronic check,105.15,4730.9,False
5593-suaoo,female,False,True,True,24,True,True,fiber optic,False,True,True,False,False,False,one year,False,bank transfer (automatic),83.15,2033.05,False
7321-pkuyw,female,False,False,False,11,True,True,fiber optic,False,False,False,True,True,False,month-to-month,False,electronic check,90.15,987.95,True
2833-slkdq,male,False,False,False,1,True,False,dsl,False,False,False,False,False,False,month-to-month,False,mailed check,45.05,45.05,True
6766-hfkla,female,False,True,False,56,True,True,fiber optic,False,False,True,True,True,True,two year,False,bank transfer (automatic),103.2,5744.35,False
7595-euivn,female,False,False,False,1,True,False,fiber optic,False,True,False,False,False,False,month-to-month,False,electronic check,75.8,75.8,True
7617-eyglw,male,False,False,False,1,True,False,no,False,False,False,False,False,False,month-to-month,False,electronic check,19.45,19.45,False
2026-tgdhm,female,False,False,False,7,True,False,fiber optic,False,False,False,False,False,True,month-to-month,True,electronic check,79.3,523.15,True
9220-znkji,female,True,True,False,55,True,False,fiber optic,False,False,True,True,True,False,two year,False,credit card (automatic),88.8,4805.3,False
4030-vpzbd,female,False,False,False,2,False,False,dsl,False,False,False,True,False,False,month-to-month,True,electronic check,30.9,59.05,True
2226-icfdo,female,False,True,True,72,True,True,dsl,True,False,True,True,True,True,two year,True,credit card (automatic),85.9,6110.75,False
0723-vsobe,female,True,False,False,45,False,False,dsl,False,False,False,False,False,True,one year,False,electronic check,34.2,1596.6,False
5529-gibvh,female,False,False,False,47,True,False,no,False,False,False,False,False,False,two year,False,mailed check,20.15,1046.2,False
4187-cinzd,female,True,False,False,46,True,False,fiber optic,False,True,False,False,True,True,one year,False,credit card (automatic),95.25,4424.2,True
9992-ujoel,male,False,False,False,2,True,False,dsl,False,True,False,False,False,False,month-to-month,True,mailed check,50.3,92.75,False
4741-wwjqz,female,False,True,False,2,True,False,fiber optic,True,False,False,True,False,False,month-to-month,True,electronic check,80.15,194.55,False
6625-utxew,female,False,True,False,12,True,False,dsl,False,True,False,False,False,False,month-to-month,True,electronic check,51.25,612.1,False
6818-wobhj,female,True,True,False,68,True,True,fiber optic,False,True,False,False,False,True,month-to-month,True,bank transfer (automatic),89.6,6127.6,True
6244-besbm,male,False,True,True,69,True,False,fiber optic,False,False,False,True,True,True,two year,True,credit card (automatic),95.2,6671.7,False
1004-noznr,male,True,False,True,56,True,False,fiber optic,True,False,False,False,True,True,one year,False,credit card (automatic),94.8,5264.3,False
1251-stysz,female,True,False,False,4,True,True,fiber optic,True,False,False,False,False,False,month-to-month,True,electronic check,80.25,303.7,False
2612-phgox,male,False,True,False,64,True,True,dsl,False,True,True,True,True,False,two year,True,bank transfer (automatic),76.1,4818.8,False
2408-tzmjl,male,False,True,False,59,True,True,fiber optic,True,True,True,False,True,True,one year,True,electronic check,110.15,6448.05,True
8480-pponv,male,False,True,True,62,True,True,fiber optic,True,True,True,True,True,True,two year,False,bank transfer (automatic),115.55,7159.05,False
8780-ihcrn,male,False,True,True,63,True,True,no,False,False,False,False,False,False,two year,False,credit card (automatic),24.65,1574.5,False
4598-zadck,female,False,False,False,53,False,False,dsl,True,True,True,True,True,False,one year,True,electronic check,53.6,2879.2,False
1257-sxuxq,male,False,True,True,5,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,19.45,86.05,False
9681-kygyb,male,True,True,False,49,True,True,fiber optic,True,True,True,False,False,False,month-to-month,True,electronic check,88.2,4159.45,False
7182-ovlbj,female,False,True,True,62,True,True,fiber optic,True,False,False,False,True,True,two year,True,bank transfer (automatic),101.15,6638.35,False
5095-etbrj,female,False,True,False,55,True,False,dsl,True,True,False,True,False,False,two year,False,mailed check,56.8,3112.05,False
7005-cyuil,female,True,True,False,71,True,False,fiber optic,True,True,True,True,True,False,two year,True,electronic check,99.4,7168.25,False
4821-wqoyn,female,False,True,True,72,True,False,no,False,False,False,False,False,False,two year,True,credit card (automatic),20.1,1326.25,False
4730-awnau,male,False,True,True,36,False,False,dsl,True,False,True,True,True,True,one year,False,credit card (automatic),60.7,2234.55,False
3452-flhyd,male,False,True,False,25,True,False,no,False,False,False,False,False,False,one year,True,bank transfer (automatic),20.95,495.15,False
2388-laesq,female,True,True,False,72,True,True,fiber optic,True,True,True,True,True,True,two year,True,bank transfer (automatic),114.85,8317.95,False
9531-nsbmr,female,False,False,False,36,True,False,no,False,False,False,False,False,False,one year,True,bank transfer (automatic),19.25,679.8,False
6260-onulr,male,False,False,False,1,True,False,dsl,False,False,False,False,True,True,month-to-month,True,mailed check,62.8,62.8,False
4389-uefcz,female,False,True,False,72,True,True,fiber optic,True,False,True,False,True,True,two year,True,electronic check,105.5,7544.0,False
8711-lobky,male,False,True,True,59,True,False,no,False,False,False,False,False,False,two year,False,mailed check,19.85,1188.25,False
9134-ceqmf,male,True,True,False,7,True,False,fiber optic,False,False,False,False,True,True,month-to-month,True,electronic check,89.5,676.7,True
8985-oopos,female,False,False,False,1,True,False,dsl,False,False,True,True,True,True,one year,False,credit card (automatic),74.1,74.1,False
8800-zkrfw,female,False,True,True,30,True,True,fiber optic,False,True,True,True,True,True,month-to-month,True,electronic check,107.5,3242.5,False
2616-flvqc,male,False,False,False,64,True,False,no,False,False,False,False,False,False,two year,False,mailed check,19.55,1240.15,False
9968-ffvvh,male,False,False,False,63,True,True,dsl,True,True,True,True,False,False,one year,False,bank transfer (automatic),68.8,4111.35,False
3108-pccgg,male,True,True,False,72,True,True,dsl,True,True,True,False,True,True,two year,False,credit card (automatic),84.45,5899.85,False
7993-pykof,male,False,True,False,8,True,False,fiber optic,True,False,False,False,False,False,month-to-month,False,electronic check,75.0,632.95,True
8390-fesfv,female,False,False,False,62,True,True,dsl,False,True,True,True,True,True,two year,False,bank transfer (automatic),84.5,5193.2,False
3022-bexhz,male,False,True,True,67,True,True,fiber optic,False,True,True,True,True,True,two year,True,bank transfer (automatic),111.2,7530.8,False
5027-xwqha,male,False,False,False,6,True,False,dsl,False,False,False,False,False,False,month-to-month,False,electronic check,44.75,270.95,True
6248-tkcqv,female,False,True,True,70,True,True,dsl,True,False,False,True,True,True,two year,True,bank transfer (automatic),80.6,5460.2,False
6729-gdngc,female,True,False,False,20,True,False,fiber optic,False,False,False,False,True,False,month-to-month,False,bank transfer (automatic),80.7,1614.2,False
6198-zfioj,female,False,False,False,5,True,True,fiber optic,False,False,False,False,False,False,month-to-month,False,electronic check,75.6,402.5,False
5989-omnje,female,False,True,True,24,False,False,dsl,True,True,True,False,True,True,one year,False,electronic check,57.6,1367.75,False
4566-qvrrw,female,False,True,False,11,True,False,dsl,False,False,False,False,False,False,month-to-month,True,electronic check,44.05,483.7,True
1291-cuocy,male,False,True,False,72,True,True,fiber optic,False,True,True,True,True,True,two year,True,credit card (automatic),110.6,7962.2,False
9795-shuhb,female,False,True,True,66,True,False,dsl,True,True,False,True,False,False,two year,True,credit card (automatic),58.2,3810.8,False
3230-iualn,female,False,True,True,45,True,False,dsl,True,False,True,True,True,True,two year,True,mailed check,81.0,3533.6,False
0042-rlhyp,female,False,True,True,69,True,False,no,False,False,False,False,False,False,two year,False,bank transfer (automatic),19.7,1396.9,False
8519-imdhu,male,True,True,False,15,True,True,fiber optic,False,False,False,False,False,True,month-to-month,True,bank transfer (automatic),85.6,1345.55,True
4945-rvmte,female,False,False,False,28,True,False,dsl,False,False,True,False,True,False,month-to-month,True,bank transfer (automatic),59.55,1646.45,False
0201-oamxr,female,False,False,False,70,True,True,fiber optic,True,True,True,True,True,True,one year,False,credit card (automatic),115.55,8127.6,True
1866-nxpsp,female,False,False,False,36,True,False,dsl,True,True,True,True,False,True,one year,True,mailed check,75.55,2680.15,False
3372-kwfbm,male,True,False,False,16,True,True,fiber optic,False,False,False,False,True,False,month-to-month,True,electronic check,86.6,1281.0,True
7831-qgoxh,female,False,False,False,18,True,True,fiber optic,False,False,False,False,True,False,month-to-month,True,electronic check,85.2,1553.9,True
6393-wryze,female,False,True,False,34,True,True,fiber optic,False,False,False,False,True,True,month-to-month,True,electronic check,97.65,3207.55,True
3941-xtskm,male,False,True,True,42,False,False,dsl,False,True,True,False,False,True,one year,True,credit card (automatic),45.1,2049.05,False
1661-czbau,male,False,False,False,48,True,True,dsl,True,False,False,True,False,True,one year,True,bank transfer (automatic),70.95,3629.2,False
6599-rclcj,male,False,True,False,47,True,True,fiber optic,False,True,True,True,True,True,month-to-month,True,electronic check,109.55,5124.55,True
9831-bpfri,female,False,True,True,39,True,True,fiber optic,False,True,True,True,False,False,one year,True,electronic check,89.55,3474.45,True
5158-rivop,female,False,True,True,11,True,False,no,False,False,False,False,False,False,two year,False,credit card (automatic),20.9,202.3,False
9788-ytfge,male,False,False,False,7,True,False,no,False,False,False,False,False,False,month-to-month,True,mailed check,19.95,147.5,False
9277-joomo,female,False,False,False,3,True,True,no,False,False,False,False,False,False,month-to-month,False,mailed check,24.6,86.35,False
1907-ylnyw,male,False,False,False,8,True,False,dsl,True,False,True,False,False,True,month-to-month,True,electronic check,66.7,579.0,False
1725-mimxw,male,False,False,True,1,True,False,no,False,False,False,False,False,False,month-to-month,True,mailed check,19.45,19.45,True
8947-yrtdv,male,False,True,True,32,True,False,fiber optic,True,True,True,False,False,True,one year,False,mailed check,94.8,3131.55,False
3161-onrwk,male,False,True,True,60,True,False,dsl,True,True,True,True,False,False,one year,True,bank transfer (automatic),65.85,3928.3,False
0114-rsrrw,female,False,True,False,10,True,False,no,False,False,False,False,False,False,month-to-month,True,bank transfer (automatic),19.95,187.75,False
4565-nlzbv,female,False,True,False,71,True,True,no,False,False,False,False,False,False,two year,True,bank transfer (automatic),24.65,1710.15,False
0031-pvlzi,female,False,True,True,4,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,20.35,76.35,True
7206-gzcdc,female,True,False,False,1,True,False,fiber optic,False,False,False,False,False,False,month-to-month,True,electronic check,69.25,69.25,True
6682-vcixc,female,False,True,True,43,False,False,dsl,True,True,False,True,True,False,one year,True,bank transfer (automatic),51.25,2151.6,False
4791-qrgmf,male,False,True,False,59,True,True,fiber optic,False,False,True,False,True,True,one year,True,bank transfer (automatic),99.5,5961.1,True
6475-vhuiz,female,False,True,False,23,True,False,dsl,False,False,True,True,False,False,month-to-month,False,electronic check,54.25,1221.55,False
3910-mrqoy,female,False,True,False,72,True,False,no,False,False,False,False,False,False,two year,False,bank transfer (automatic),19.4,1496.45,False
0661-wcqnq,male,False,True,False,22,True,False,dsl,True,False,False,True,False,False,one year,True,credit card (automatic),56.25,1292.2,False
7537-rbwea,female,False,False,False,1,False,False,dsl,False,False,False,False,False,False,month-to-month,True,mailed check,25.15,25.15,False
4656-caurt,male,False,False,False,69,True,True,no,False,False,False,False,False,False,two year,False,bank transfer (automatic),23.95,1713.1,False
0121-snyrk,male,False,False,False,50,False,False,dsl,True,False,False,True,False,False,one year,True,mailed check,35.4,1748.9,False
1768-zaifu,female,True,False,False,1,False,False,dsl,False,False,False,False,False,False,month-to-month,True,electronic check,25.2,25.2,True
4671-lxrdq,male,False,False,False,2,True,False,dsl,False,False,False,False,False,False,month-to-month,True,mailed check,45.0,96.45,True
3733-lsyce,female,False,True,False,15,True,False,fiber optic,False,True,False,False,False,False,month-to-month,False,bank transfer (automatic),75.35,1114.55,False
6265-frmtq,male,False,False,False,31,True,False,no,False,False,False,False,False,False,two year,False,bank transfer (automatic),20.4,609.1,False
1934-sjvjk,male,False,False,False,1,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,20.15,20.15,True
3838-ozurd,male,False,True,False,66,True,True,fiber optic,False,True,True,False,True,True,month-to-month,True,credit card (automatic),105.0,7133.25,True
1371-dwpaz,female,False,True,True,0,False,False,dsl,True,True,True,True,True,False,two year,False,credit card (automatic),56.05,0.0,False
9269-cqool,male,False,False,True,3,True,False,dsl,False,False,False,False,True,False,month-to-month,True,credit card (automatic),54.7,169.45,True
2017-ccblh,female,False,False,False,8,True,False,no,False,False,False,False,False,False,two year,False,mailed check,20.0,141.6,False
7690-kpncu,male,False,True,True,64,True,False,dsl,True,False,True,False,True,True,one year,True,credit card (automatic),73.05,4688.65,False
0536-bgfmz,female,False,True,False,28,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,20.5,563.05,False
2293-ijwps,female,False,True,False,57,True,True,fiber optic,False,False,True,False,True,True,one year,True,credit card (automatic),100.75,5985.0,False
2845-hsjcy,female,False,True,True,14,True,True,fiber optic,False,False,True,False,False,True,month-to-month,True,electronic check,87.25,1258.6,True
5469-nujur,male,False,False,False,19,True,False,no,False,False,False,False,False,False,two year,True,mailed check,19.95,373.5,False
1184-pjvdb,male,False,True,False,10,True,False,fiber optic,False,False,False,False,True,False,month-to-month,True,electronic check,79.95,857.2,True
2625-trczq,female,False,True,False,51,False,False,dsl,False,True,False,False,True,True,month-to-month,True,electronic check,49.65,2553.35,False
4102-hlenu,female,False,True,False,67,True,True,dsl,True,True,True,False,False,False,two year,False,mailed check,65.65,4322.85,False
7266-gssjx,male,False,True,True,11,True,False,no,False,False,False,False,False,False,month-to-month,True,electronic check,20.45,250.8,False
7722-vjrqd,male,False,True,True,72,False,False,dsl,True,False,True,True,True,True,two year,False,bank transfer (automatic),60.95,4549.05,False
7073-qetqy,male,False,True,True,66,True,False,no,False,False,False,False,False,False,one year,True,electronic check,20.35,1359.5,False
9415-dpews,female,False,False,False,18,True,True,fiber optic,False,False,False,True,True,False,month-to-month,True,electronic check,88.35,1639.3,True
5624-ryamh,female,False,False,False,9,True,False,no,False,False,False,False,False,False,month-to-month,True,electronic check,19.5,178.85,False
0196-jtuqi,female,False,False,False,9,True,True,fiber optic,False,False,False,False,False,False,month-to-month,True,credit card (automatic),75.2,633.85,False
7130-yxbro,male,False,True,False,48,True,True,fiber optic,True,True,True,False,True,True,month-to-month,True,bank transfer (automatic),111.45,5315.1,False
9272-lsvyh,male,False,False,False,10,True,False,fiber optic,False,False,False,False,False,False,month-to-month,False,mailed check,70.15,735.5,False
7943-rqchr,female,False,False,False,9,True,True,fiber optic,False,False,False,False,True,True,month-to-month,True,electronic check,94.75,889.9,True
3793-mmfuh,female,True,False,False,13,True,True,fiber optic,False,False,False,False,True,True,month-to-month,True,electronic check,95.05,1290.0,True
3249-zpqrg,male,False,False,False,4,True,True,fiber optic,False,True,False,False,False,False,month-to-month,False,electronic check,78.45,330.05,True
2568-brgyx,male,False,False,False,4,True,False,fiber optic,False,False,False,False,False,False,month-to-month,True,electronic check,70.2,237.95,True
3084-dowle,female,False,True,False,72,True,True,dsl,True,True,True,True,True,True,two year,False,bank transfer (automatic),92.0,6474.4,False
1084-mnsmj,female,False,True,True,51,True,False,dsl,True,True,True,True,True,True,two year,False,credit card (automatic),85.5,4421.95,False
7721-jxeaw,male,False,True,False,59,False,False,dsl,False,True,False,False,False,True,month-to-month,True,bank transfer (automatic),41.05,2452.7,True
7249-wbiyx,male,False,True,False,10,True,True,fiber optic,False,False,False,False,True,False,month-to-month,True,electronic check,85.6,813.85,True
4238-hfhsn,male,True,True,False,61,True,True,fiber optic,False,True,False,False,False,False,month-to-month,True,electronic check,82.15,4904.85,False
6250-cggun,male,False,False,False,54,True,False,fiber optic,True,False,True,True,False,False,one year,False,electronic check,84.4,4484.05,False
5478-jjvzk,female,False,False,False,33,True,True,dsl,True,True,False,False,False,False,month-to-month,True,mailed check,60.9,2033.85,False
7596-iiwyc,female,False,False,False,27,True,False,no,False,False,False,False,False,False,two year,True,bank transfer (automatic),20.25,538.2,False
6567-hoopw,female,True,False,False,1,True,False,fiber optic,False,False,False,False,True,False,month-to-month,True,electronic check,79.2,79.2,True
9793-wecqc,male,False,False,False,23,True,False,fiber optic,False,True,False,False,True,True,month-to-month,False,mailed check,95.3,2192.9,False
4291-hpaxl,male,False,False,True,1,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,19.85,19.85,False
8999-ypybv,male,False,True,True,45,True,False,dsl,True,True,True,True,True,True,two year,True,mailed check,84.35,3858.05,False
1839-fbnfr,female,False,True,True,39,True,False,no,False,False,False,False,False,False,two year,True,bank transfer (automatic),19.85,854.8,False
3164-aalrn,male,False,False,False,5,True,False,dsl,False,False,True,False,True,True,one year,True,mailed check,70.0,347.4,True
3071-mvjcd,male,False,True,True,72,True,True,dsl,True,True,True,True,True,False,two year,False,bank transfer (automatic),82.3,5815.15,False
1697-bcshv,female,False,True,True,58,True,True,dsl,False,True,False,False,True,False,month-to-month,True,bank transfer (automatic),66.8,3970.4,False
0562-kbdvm,female,False,False,False,70,False,False,dsl,True,True,True,True,False,False,two year,True,bank transfer (automatic),44.6,3058.15,False
1131-suekt,male,False,True,True,61,True,False,fiber optic,False,True,False,True,True,True,one year,True,bank transfer (automatic),98.45,6145.2,False
3717-oeauq,male,False,False,False,2,True,False,fiber optic,False,False,False,False,False,False,month-to-month,False,mailed check,70.7,129.2,False
4538-wntmj,female,False,True,True,46,True,True,no,False,False,False,False,False,False,one year,False,mailed check,24.95,1165.9,False
3334-cthol,female,False,False,False,1,True,True,dsl,False,False,False,False,False,False,month-to-month,True,bank transfer (automatic),49.95,49.95,True
4704-eryfc,female,False,True,False,22,True,False,fiber optic,False,False,False,False,False,False,month-to-month,True,electronic check,69.25,1554.0,True
9432-ruvsl,female,False,False,False,48,True,False,fiber optic,True,False,True,True,True,True,two year,True,credit card (automatic),102.5,4904.25,False
8060-hiwjj,male,False,False,False,64,True,True,dsl,False,True,True,True,True,True,two year,False,credit card (automatic),86.55,5632.55,False
7684-xsziy,male,False,True,True,72,True,True,no,False,False,False,False,False,False,two year,False,bank transfer (automatic),24.3,1643.25,False
9089-uowjg,female,False,True,True,12,True,False,dsl,False,False,True,False,True,False,month-to-month,True,credit card (automatic),58.35,740.55,False
8621-mnihh,female,True,True,False,34,True,True,fiber optic,False,True,True,False,False,True,month-to-month,True,electronic check,94.25,3217.55,True
8039-aclpl,female,False,True,True,72,True,False,dsl,True,True,True,False,False,True,two year,False,credit card (automatic),68.75,4888.2,False
9885-aibvb,male,False,True,False,29,True,True,fiber optic,False,True,True,False,False,False,month-to-month,True,electronic check,85.8,2440.25,False
1934-mkpxs,male,False,True,True,33,True,False,no,False,False,False,False,False,False,one year,False,credit card (automatic),20.1,620.55,False
2592-ykdif,female,False,False,False,1,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,20.35,20.35,False
2272-jkmsi,female,False,True,True,62,True,True,fiber optic,False,True,True,True,True,True,one year,True,electronic check,110.8,6840.95,False
0471-lvhgk,male,False,True,False,41,True,True,dsl,False,False,True,False,True,True,one year,True,electronic check,73.0,3001.2,True
9518-rwhzl,female,False,False,False,64,True,True,fiber optic,False,False,True,False,True,True,one year,True,credit card (automatic),100.05,6254.2,True
8714-ctzjw,female,False,False,False,4,True,False,fiber optic,False,False,True,False,False,True,month-to-month,True,credit card (automatic),82.85,319.6,False
3569-edbpq,female,False,False,False,24,True,True,fiber optic,True,False,False,True,False,False,month-to-month,True,electronic check,84.35,1938.05,False
3131-nwvfj,female,False,True,True,14,True,False,no,False,False,False,False,False,False,one year,False,mailed check,19.55,294.5,False
7521-yxvzy,male,False,False,True,3,True,False,no,False,False,False,False,False,False,month-to-month,False,mailed check,19.95,58.3,False
5419-conwx,female,True,False,False,4,True,False,fiber optic,False,True,True,False,True,True,month-to-month,True,credit card (automatic),99.8,442.85,True
6240-eurks,female,False,False,True,18,False,False,dsl,False,False,False,False,False,True,month-to-month,True,electronic check,35.0,553.0,True
2373-ntkod,male,False,False,False,8,True,False,dsl,False,False,False,False,True,True,month-to-month,True,electronic check,66.25,546.45,False
1970-kkfwl,female,False,False,False,35,True,True,no,False,False,False,False,False,False,two year,False,bank transfer (automatic),23.3,797.1,False
6960-hvyxr,female,False,False,False,1,True,True,fiber optic,False,False,False,False,False,False,month-to-month,False,electronic check,76.0,76.0,True
9337-srrni,male,False,False,True,66,True,True,no,False,False,False,False,False,False,two year,True,credit card (automatic),25.3,1673.8,False
0895-uadgo,male,False,False,True,8,False,False,dsl,True,False,False,True,False,True,two year,True,mailed check,44.55,343.45,False
5678-vfneq,female,False,True,False,71,True,True,fiber optic,True,False,True,False,True,True,one year,True,credit card (automatic),104.1,7412.25,False
5977-ckhon,female,False,True,True,43,True,True,fiber optic,False,False,True,False,False,True,month-to-month,True,bank transfer (automatic),92.55,4039.0,False
7024-ohcck,female,True,False,False,2,True,True,fiber optic,False,False,False,False,True,True,month-to-month,True,electronic check,93.85,170.85,True
2692-bucfv,male,True,False,False,29,True,False,fiber optic,False,True,True,False,True,True,month-to-month,True,bank transfer (automatic),101.45,2948.6,False
7861-uvuft,female,False,True,False,15,True,False,fiber optic,False,False,True,False,True,False,month-to-month,True,electronic check,84.3,1308.4,True
1830-ggfnm,male,False,True,True,65,True,True,fiber optic,True,True,True,True,False,False,two year,False,credit card (automatic),94.55,6078.75,False
5302-bdjnt,male,False,False,False,35,True,True,fiber optic,False,False,True,True,True,False,month-to-month,False,electronic check,95.5,3418.2,False
5223-uzavk,male,False,False,False,64,True,False,fiber optic,True,True,False,False,True,True,one year,True,credit card (automatic),100.3,6603.8,False
4859-zsrdz,female,False,True,True,58,False,False,dsl,False,False,True,True,True,True,two year,True,credit card (automatic),55.5,3166.9,False
5651-wyiph,female,True,False,False,18,True,False,dsl,False,True,False,False,False,False,month-to-month,True,credit card (automatic),49.85,865.75,False
9350-vlhmb,male,False,True,True,67,True,True,fiber optic,False,True,False,False,False,True,month-to-month,True,bank transfer (automatic),89.55,6373.1,False
3498-lzgqz,male,False,True,True,63,True,False,no,False,False,False,False,False,False,two year,True,mailed check,19.15,1177.05,False
8785-cjshh,female,False,True,False,60,True,True,fiber optic,False,True,False,False,True,True,month-to-month,True,electronic check,99.8,5985.75,False
5357-tzhpp,male,True,False,False,9,True,True,fiber optic,False,False,False,False,False,True,month-to-month,True,credit card (automatic),84.4,732.5,True
3870-spzsi,female,False,True,True,70,True,True,fiber optic,True,True,True,True,True,True,two year,True,credit card (automatic),113.05,7869.05,False
0680-dfnny,male,False,True,False,15,True,True,fiber optic,False,False,True,False,True,True,month-to-month,True,electronic check,101.1,1504.05,True
7560-qrbxh,female,False,False,True,48,True,False,no,False,False,False,False,False,False,one year,False,mailed check,19.95,936.7,False
7077-xjmet,male,False,True,False,12,True,False,dsl,False,False,True,True,True,True,month-to-month,True,electronic check,74.15,741.4,False
8752-ghjfu,male,True,True,False,71,True,True,fiber optic,True,True,True,True,False,False,one year,True,electronic check,92.0,6585.2,False
6896-srvyq,male,True,False,False,44,True,False,fiber optic,False,False,True,False,False,False,month-to-month,False,electronic check,73.85,3122.4,False
7767-uxagj,male,False,False,False,1,True,True,dsl,False,False,False,False,False,False,month-to-month,True,electronic check,50.45,50.45,True
4652-odevh,male,False,True,True,45,True,True,no,False,False,False,False,False,False,two year,False,mailed check,24.45,1088.25,False
6510-upnks,female,False,False,False,23,True,True,no,False,False,False,False,False,False,one year,False,credit card (automatic),24.8,615.35,False
6718-bdghg,female,False,True,False,43,True,True,dsl,False,False,False,True,True,False,one year,True,bank transfer (automatic),64.85,2908.2,False
9046-dqmtp,male,False,False,False,35,True,False,no,False,False,False,False,False,False,month-to-month,False,bank transfer (automatic),20.75,739.9,False
6439-lajxl,male,False,True,False,9,True,False,dsl,True,True,False,True,True,False,month-to-month,True,mailed check,68.95,593.85,False
1571-savhk,male,False,False,False,12,True,True,fiber optic,False,False,False,True,True,True,month-to-month,True,mailed check,99.95,1132.75,True
9052-vkduw,female,True,True,False,65,True,True,fiber optic,True,True,True,False,True,True,month-to-month,True,credit card (automatic),109.4,7227.45,False
9546-cqjsu,female,False,False,False,2,True,True,fiber optic,False,False,True,False,True,False,month-to-month,True,electronic check,91.4,193.6,True
1666-jzpzt,male,False,False,False,27,True,True,dsl,False,False,False,False,False,False,month-to-month,False,mailed check,49.0,1291.35,False
5777-kjirb,female,False,False,False,40,True,False,dsl,False,False,True,False,False,False,one year,True,mailed check,50.25,2023.55,False
0506-lvngn,female,True,False,False,5,True,False,fiber optic,False,False,True,False,False,False,month-to-month,True,credit card (automatic),75.55,349.65,True
7677-sjjjk,male,False,True,True,8,True,False,no,False,False,False,False,False,False,one year,False,credit card (automatic),19.9,153.95,False
2480-ejwyp,female,True,True,False,58,True,True,fiber optic,False,True,False,False,True,True,one year,True,bank transfer (automatic),97.8,5458.8,False
3253-hkokl,female,False,True,True,52,True,False,fiber optic,True,False,True,False,True,True,one year,False,electronic check,100.3,5244.45,False
7055-hneoj,male,False,True,False,3,True,False,dsl,False,False,True,True,False,False,month-to-month,True,mailed check,55.8,154.55,False
5514-yqent,male,False,False,True,41,True,False,fiber optic,True,True,True,True,True,True,two year,True,electronic check,111.15,4507.15,False
3211-aapkx,male,False,False,False,20,True,True,fiber optic,False,False,False,True,True,True,month-to-month,True,mailed check,98.55,2031.95,False
8445-dnbae,male,False,False,True,1,True,True,dsl,False,False,False,False,False,False,month-to-month,True,electronic check,50.05,50.05,False
2951-qoqtk,male,False,False,True,4,True,True,fiber optic,False,False,False,True,False,False,month-to-month,False,credit card (automatic),80.8,332.45,True
2958-nhpps,male,False,False,False,23,True,False,no,False,False,False,False,False,False,month-to-month,False,electronic check,20.85,473.9,False
6806-ydeul,female,True,False,False,6,True,False,no,False,False,False,False,False,False,month-to-month,False,bank transfer (automatic),19.5,106.8,False
1735-xmjvh,male,False,True,True,8,True,False,no,False,False,False,False,False,False,month-to-month,True,mailed check,19.35,152.6,False
6890-pfrqx,male,False,False,False,18,True,True,dsl,True,False,True,False,True,False,month-to-month,False,mailed check,69.5,1199.4,False
